date,amount,description,category,type,payment_method,installments,monthly_payment
2023-04-25,43.43,Dominos pizza,Food,expense,debit_card,0,0.0
2024-01-16,1.0,Cable TV package,Utilities,expense,credit_card,3,0.33
2024-03-21,1.0,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2024-04-15,43.39,Decathlon gear,Shopping,expense,debit_card,0,0.0
2023-11-19,8.19,McD meal,Food,expense,debit_card,0,0.0
2024-02-21,25.53,Toll payment,Transportation,expense,debit_card,0,0.0
2024-01-29,1.0,Vehicle inspection fee,Transportation,expense,credit_card,12,0.08
2023-05-01,1.0,Academic seminar,Education,expense,debit_card,0,0.0
2023-08-28,25.49,Parking garage fee,Transportation,expense,credit_card,12,2.12
2023-05-03,77.34,Decathlon gear,Shopping,expense,debit_card,0,0.0
2024-02-27,5.27,El Corral burger,Food,expense,debit_card,0,0.0
2023-08-11,80.88,Skin care cream,Health,expense,credit_card,3,26.96
2023-02-27,94.86,Riot Games RP,Entertainment,expense,credit_card,6,15.81
2023-01-01,4.55,McD meal,Food,expense,debit_card,0,0.0
2024-08-29,1.0,Office lunch,Food,expense,credit_card,36,0.03
2023-03-17,1.0,Nike sneakers,Shopping,expense,debit_card,0,0.0
2024-10-27,105.36,Arena event entry,Entertainment,expense,debit_card,0,0.0
2024-03-07,24.4,Concert ticket,Entertainment,expense,debit_card,0,0.0
2024-08-17,1057.12,Tax refund,Income,income,credit_card,18,58.73
2023-06-09,435.07,Class materials,Education,expense,credit_card,3,145.02
2023-09-13,157.92,Bluetooth earphones,Shopping,expense,cash,0,0.0
2023-05-09,10.04,Car wash service,Transportation,expense,credit_card,1,10.04
2023-04-22,6.6,Spotify Premium,Entertainment,expense,debit_card,0,0.0
2024-07-01,14.86,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2024-01-11,81.96,Subway sandwich,Food,expense,credit_card,36,2.28
2023-04-09,1.0,Drugstore purchase,Health,expense,credit_card,24,0.04
2023-06-30,1.0,Subway sandwich,Food,expense,debit_card,0,0.0
2024-11-04,2.0,Gas station refill,Transportation,expense,credit_card,2,1.0
2024-07-20,142.96,Electricity bill,Utilities,expense,debit_card,0,0.0
2024-07-16,7.22,McD meal,Food,expense,debit_card,0,0.0
2023-10-03,35.92,Uber downtown ride,Transportation,expense,credit_card,9,3.99
2023-11-23,7.91,Chicken takeout,Food,expense,debit_card,0,0.0
2023-10-17,42.86,Fresh market fruits,Food,expense,credit_card,6,7.14
2024-11-17,12.61,Burger King deal,Food,expense,cash,0,0.0
2023-12-01,37.47,Medical consultation,Health,expense,debit_card,0,0.0
2024-11-06,1.0,Aldi grocery,Food,expense,debit_card,0,0.0
2023-04-16,110.32,Monthly salary,Income,income,credit_card,12,9.19
2023-06-07,69.62,Rappi delivery,Food,expense,debit_card,0,0.0
2024-02-26,1.0,Car wash service,Transportation,expense,debit_card,0,0.0
2024-07-08,49.94,El Corral burger,Food,expense,debit_card,0,0.0
2023-09-18,428.8,University tuition payment,Education,expense,credit_card,2,214.4
2024-10-17,1.0,Burger King deal,Food,expense,debit_card,0,0.0
2024-03-13,26.37,McD meal,Food,expense,debit_card,0,0.0
2023-02-18,15.82,Andres DC food,Food,expense,debit_card,0,0.0
2023-07-13,210.25,H&M hoodie,Shopping,expense,debit_card,0,0.0
2023-07-23,1.0,Rappi delivery,Food,expense,debit_card,0,0.0
2024-08-25,1.0,SmartFit membership,Health,expense,credit_card,3,0.33
2024-09-09,99.17,Disney Plus subscription,Entertainment,expense,debit_card,0,0.0
2024-06-21,141.91,Web hosting,Utilities,expense,credit_card,1,141.91
2024-06-03,1.0,Home Depot tools,Shopping,expense,debit_card,0,0.0
2024-11-24,29.03,Andres DC food,Food,expense,credit_card,6,4.84
2023-05-14,4.51,Quick lunch menu,Food,expense,credit_card,1,4.51
2024-11-25,1329.62,Marketplace item sale,Income,income,debit_card,0,0.0
2024-08-16,119.63,Home Depot tools,Shopping,expense,debit_card,0,0.0
2023-10-06,10.33,Dominos pizza,Food,expense,cash,0,0.0
2024-05-14,1.0,Fresh market fruits,Food,expense,credit_card,18,0.06
2023-10-29,4362.51,Bonus payment,Income,income,credit_card,24,181.77
2023-07-20,1.0,Freelance project,Income,income,debit_card,0,0.0
2024-10-22,1.0,Annual domain payment,Utilities,expense,debit_card,0,0.0
2024-09-10,17.56,Chicken takeout,Food,expense,credit_card,9,1.95
2023-09-21,65.79,Drugstore purchase,Health,expense,credit_card,2,32.9
2023-10-31,104.46,Riot Games RP,Entertainment,expense,debit_card,0,0.0
2023-06-22,1.0,Car wash service,Transportation,expense,debit_card,0,0.0
2024-03-10,1.0,Coursera program,Education,expense,debit_card,0,0.0
2023-11-01,1.0,Netflix subscription,Entertainment,expense,debit_card,0,0.0
2023-01-19,65.9,Quick lunch menu,Food,expense,cash,0,0.0
2023-11-09,1.0,Electricity bill,Utilities,expense,credit_card,9,0.11
2023-06-18,1.0,Marketplace item sale,Income,income,cash,0,0.0
2024-01-20,1.0,Target shopping,Shopping,expense,debit_card,0,0.0
2024-02-22,263.01,Amazon package,Shopping,expense,credit_card,36,7.31
2023-07-14,107.19,Mobile phone plan,Utilities,expense,debit_card,0,0.0
2023-03-17,1.0,Taxi city center,Transportation,expense,debit_card,0,0.0
2023-01-16,276.72,Adidas running shoes,Shopping,expense,cash,0,0.0
2024-12-14,9071.12,Severance payment,Income,income,credit_card,2,4535.56
2023-06-13,1.0,Burger King deal,Food,expense,debit_card,0,0.0
2024-02-17,1.0,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2024-03-08,47.04,Taxi city center,Transportation,expense,debit_card,0,0.0
2024-01-27,46.81,Coursera program,Education,expense,debit_card,0,0.0
2023-11-22,70.4,Cable TV package,Utilities,expense,debit_card,0,0.0
2024-05-12,1.0,Qbano sandwich,Food,expense,credit_card,24,0.04
2023-06-03,1.0,Corporate reimbursement,Income,income,debit_card,0,0.0
2024-10-29,53.51,Andres DC food,Food,expense,debit_card,0,0.0
2024-06-01,394.66,University tuition payment,Education,expense,debit_card,0,0.0
2023-04-02,315.4,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2023-11-25,1.0,H&M hoodie,Shopping,expense,debit_card,0,0.0
2024-07-28,89.11,Zara pants,Shopping,expense,credit_card,1,89.11
2024-08-26,1.0,El Corral burger,Food,expense,cash,0,0.0
2024-07-16,59.41,Dentist appointment,Health,expense,debit_card,0,0.0
2023-01-04,1.0,SmartFit membership,Health,expense,credit_card,6,0.17
2024-06-12,1.0,Payroll deposit,Income,income,credit_card,6,0.17
2023-06-08,83.85,Medical consultation,Health,expense,debit_card,0,0.0
2023-12-29,1.0,UberEats order,Food,expense,debit_card,0,0.0
2023-08-05,37.9,Lift ride,Transportation,expense,debit_card,0,0.0
2024-04-05,8.15,Chicken takeout,Food,expense,debit_card,0,0.0
2023-06-05,67.87,Web hosting,Utilities,expense,debit_card,0,0.0
2023-06-04,252.96,Decathlon gear,Shopping,expense,credit_card,3,84.32
2023-02-09,9.66,Tostao coffee,Food,expense,debit_card,0,0.0
2024-02-21,1.0,Home Depot tools,Shopping,expense,credit_card,12,0.08
2024-04-16,4.97,DoorDash order,Food,expense,cash,0,0.0
2024-10-23,17.52,Aldi grocery,Food,expense,debit_card,0,0.0
2024-07-10,8131.82,Upwork payment,Income,income,cash,0,0.0
2024-04-07,1.0,Mobile phone plan,Utilities,expense,credit_card,2,0.5
2023-07-14,128.36,Engineering textbook,Education,expense,debit_card,0,0.0
2023-11-05,12.45,Metro card reload,Transportation,expense,credit_card,12,1.04
2023-11-16,12.62,Bus card recharge,Transportation,expense,debit_card,0,0.0
2024-09-13,7536.56,Severance payment,Income,income,credit_card,12,628.05
2023-07-24,1.0,Pharmacy medicine,Health,expense,cash,0,0.0
2023-10-05,60.0,HBO Max monthly,Entertainment,expense,debit_card,0,0.0
2024-02-02,5955.68,Tax refund,Income,income,debit_card,0,0.0
2024-09-25,25.44,McD meal,Food,expense,debit_card,0,0.0
2024-10-16,1.0,Amazon package,Shopping,expense,credit_card,9,0.11
2023-03-24,21.53,Office lunch,Food,expense,debit_card,0,0.0
2024-01-04,38.02,Lift ride,Transportation,expense,credit_card,3,12.67
2024-12-29,2893.48,Severance payment,Income,income,debit_card,0,0.0
2024-11-04,1.0,InDriver ride,Transportation,expense,debit_card,0,0.0
2023-02-16,1.0,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2023-08-23,1.0,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2023-11-28,1.0,Amazon package,Shopping,expense,credit_card,18,0.06
2023-02-07,40.13,KFC bucket,Food,expense,debit_card,0,0.0
2024-01-19,20.6,McDonalds combo,Food,expense,debit_card,0,0.0
2023-12-28,7.64,Amazon Prime Video,Entertainment,expense,debit_card,0,0.0
2024-04-03,1.0,Uber airport trip,Transportation,expense,credit_card,2,0.5
2024-02-17,1.0,Tax refund,Income,income,credit_card,18,0.06
2024-01-03,17.22,Office lunch,Food,expense,debit_card,0,0.0
2023-08-12,3820.21,Payroll deposit,Income,income,debit_card,0,0.0
2023-05-29,1.0,Fresh market fruits,Food,expense,debit_card,0,0.0
2024-05-12,3.34,Toll payment,Transportation,expense,debit_card,0,0.0
2023-07-04,1.0,Metro card reload,Transportation,expense,debit_card,0,0.0
2023-07-26,1.0,Grocery store purchase,Food,expense,credit_card,24,0.04
2023-01-06,64.21,Starbucks latte,Food,expense,debit_card,0,0.0
2023-03-20,1676.58,Freelance project,Income,income,debit_card,0,0.0
2023-01-24,1.0,H&M hoodie,Shopping,expense,debit_card,0,0.0
2024-10-22,85.07,Home Depot tools,Shopping,expense,cash,0,0.0
2023-08-15,34.33,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2023-06-14,2.51,Burger King deal,Food,expense,debit_card,0,0.0
2024-10-30,1.0,Water bill,Utilities,expense,debit_card,0,0.0
2024-12-06,23.54,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2023-10-13,12.25,Decathlon gear,Shopping,expense,debit_card,0,0.0
2024-08-12,20.54,Lift ride,Transportation,expense,credit_card,24,0.86
2024-05-11,24.46,Walmart groceries,Shopping,expense,credit_card,3,8.15
2023-01-06,126.49,Electricity bill,Utilities,expense,debit_card,0,0.0
2023-02-22,28.48,McD meal,Food,expense,debit_card,0,0.0
2024-03-06,4.9,Walmart groceries,Shopping,expense,debit_card,0,0.0
2023-07-02,27.94,Grocery store purchase,Food,expense,debit_card,0,0.0
2024-03-27,28.66,Tostao coffee,Food,expense,debit_card,0,0.0
2024-03-19,252.61,Water bill,Utilities,expense,debit_card,0,0.0
2024-02-27,5165.55,Monthly salary,Income,income,debit_card,0,0.0
2024-07-28,2.25,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2023-09-06,1.0,Electricity bill,Utilities,expense,cash,0,0.0
2023-10-27,1.0,Gas station refill,Transportation,expense,debit_card,0,0.0
2023-08-30,30.38,Lift ride,Transportation,expense,credit_card,9,3.38
2024-11-27,72.07,University tuition payment,Education,expense,cash,0,0.0
2023-08-22,1.0,Concert ticket,Entertainment,expense,debit_card,0,0.0
2024-01-29,33.53,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2023-05-11,1.0,D1 grocery,Food,expense,debit_card,0,0.0
2023-02-18,1.0,Duolingo Plus subscription,Education,expense,debit_card,0,0.0
2024-09-18,25.06,Grocery store purchase,Food,expense,credit_card,6,4.18
2023-07-06,13.71,Aldi grocery,Food,expense,debit_card,0,0.0
2023-06-16,117.34,Amazon package,Shopping,expense,debit_card,0,0.0
2024-10-24,7.7,Oma coffee,Food,expense,debit_card,0,0.0
2023-03-02,12.62,Juan Valdez coffee,Food,expense,credit_card,1,12.62
2023-05-18,4.76,Parking garage fee,Transportation,expense,credit_card,1,4.76
2024-08-21,1.0,Target shopping,Shopping,expense,debit_card,0,0.0
2023-11-28,88.99,Arena event entry,Entertainment,expense,credit_card,12,7.42
2024-03-13,1.0,Dentist appointment,Health,expense,credit_card,24,0.04
2023-08-14,1.0,Office lunch,Food,expense,debit_card,0,0.0
2024-12-02,1.0,Thesis printing,Education,expense,credit_card,18,0.06
2024-04-18,16.23,Bluetooth earphones,Shopping,expense,credit_card,2,8.12
2023-12-14,1.0,Panamericana supplies,Shopping,expense,debit_card,0,0.0
2024-02-14,1.0,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2024-10-23,2550.93,Monthly salary,Income,income,credit_card,2,1275.46
2024-09-20,5.14,Chicken takeout,Food,expense,debit_card,0,0.0
2023-09-21,49.52,Vitamin supplements,Health,expense,credit_card,6,8.25
2023-12-13,15.59,Bus card recharge,Transportation,expense,credit_card,24,0.65
2024-09-05,9.41,KFC bucket,Food,expense,credit_card,2,4.71
2023-03-16,1.0,Taxi city center,Transportation,expense,debit_card,0,0.0
2023-03-14,1.0,Mobile phone plan,Utilities,expense,credit_card,36,0.03
2024-03-04,1.0,Toll payment,Transportation,expense,debit_card,0,0.0
2023-01-21,1.0,Freelance project,Income,income,credit_card,9,0.11
2024-10-27,1.0,Parking garage fee,Transportation,expense,debit_card,0,0.0
2024-09-28,5.45,Taxi city center,Transportation,expense,debit_card,0,0.0
2023-07-14,2927.11,Upwork payment,Income,income,debit_card,0,0.0
2024-03-27,1.0,Coursera program,Education,expense,debit_card,0,0.0
2023-05-01,1.0,Arena event entry,Entertainment,expense,debit_card,0,0.0
2023-10-16,81.01,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2023-03-19,15.65,Dominos pizza,Food,expense,debit_card,0,0.0
2024-04-19,2812.13,Severance payment,Income,income,debit_card,0,0.0
2024-03-03,56.71,Decathlon gear,Shopping,expense,debit_card,0,0.0
2023-11-29,1.0,Riot Games RP,Entertainment,expense,debit_card,0,0.0
2023-12-16,1765.46,Marketplace item sale,Income,income,debit_card,0,0.0
2023-10-14,5767.21,Tax refund,Income,income,debit_card,0,0.0
2024-06-24,22.42,Car wash service,Transportation,expense,credit_card,3,7.47
2024-11-17,34.0,SmartFit membership,Health,expense,credit_card,2,17.0
2024-09-15,1.0,Zara pants,Shopping,expense,debit_card,0,0.0
2023-01-20,13.79,Bus card recharge,Transportation,expense,credit_card,1,13.79
2024-04-06,45.29,Rappi delivery,Food,expense,credit_card,9,5.03
2023-09-05,127.49,Amazon package,Shopping,expense,credit_card,12,10.62
2023-09-16,1.0,DollarStore purchase,Shopping,expense,credit_card,36,0.03
2023-09-19,1.0,Lab tests,Health,expense,debit_card,0,0.0
2023-04-06,1.0,Bonus payment,Income,income,credit_card,24,0.04
2024-10-31,97.5,Drugstore purchase,Health,expense,cash,0,0.0
2024-02-02,1.0,Aldi grocery,Food,expense,debit_card,0,0.0
2023-10-06,107.21,Home Depot tools,Shopping,expense,debit_card,0,0.0
2023-04-04,177.81,Target shopping,Shopping,expense,debit_card,0,0.0
2024-08-29,1.0,DoorDash order,Food,expense,credit_card,6,0.17
2023-01-20,190.79,Engineering textbook,Education,expense,debit_card,0,0.0
2023-03-19,1.0,Walmart groceries,Shopping,expense,debit_card,0,0.0
2023-07-03,1.0,Payroll deposit,Income,income,credit_card,2,0.5
2023-09-15,1.0,Local bakery breakfast,Food,expense,credit_card,1,1.0
2024-04-06,40.69,Burger King deal,Food,expense,cash,0,0.0
2024-07-08,1.0,DollarStore purchase,Shopping,expense,cash,0,0.0
2024-01-18,1.0,Car wash service,Transportation,expense,cash,0,0.0
2023-10-01,140.18,Nike sneakers,Shopping,expense,debit_card,0,0.0
2024-03-19,1.0,Grocery store purchase,Food,expense,credit_card,36,0.03
2023-03-10,227.08,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2023-10-07,1.0,InDriver ride,Transportation,expense,debit_card,0,0.0
2024-03-20,1.0,Starbucks latte,Food,expense,debit_card,0,0.0
2024-08-22,1.0,Starbucks latte,Food,expense,debit_card,0,0.0
2024-05-21,31.16,Burger King deal,Food,expense,cash,0,0.0
2023-06-27,53.79,Xiaomi phone,Shopping,expense,credit_card,1,53.79
2024-06-23,2960.77,Bonus payment,Income,income,debit_card,0,0.0
2024-09-28,1.0,Juan Valdez coffee,Food,expense,cash,0,0.0
2023-07-28,1.0,Monthly salary,Income,income,debit_card,0,0.0
2023-02-19,1.0,Coursera program,Education,expense,credit_card,9,0.11
2024-05-04,6068.04,Freelance project,Income,income,debit_card,0,0.0
2023-07-30,1.0,Monthly salary,Income,income,debit_card,0,0.0
2023-03-08,1.0,Cable TV package,Utilities,expense,credit_card,9,0.11
2024-03-05,20.16,Water bill,Utilities,expense,debit_card,0,0.0
2023-10-11,168.44,Class materials,Education,expense,cash,0,0.0
2023-04-02,39.16,UberEats order,Food,expense,debit_card,0,0.0
2024-03-09,503.99,Decathlon gear,Shopping,expense,debit_card,0,0.0
2023-02-06,41.81,Vitamin supplements,Health,expense,credit_card,18,2.32
2023-07-19,1.0,Dentist appointment,Health,expense,credit_card,36,0.03
2024-12-26,9.9,Fresh market fruits,Food,expense,debit_card,0,0.0
2023-10-28,47.19,El Corral burger,Food,expense,debit_card,0,0.0
2023-12-27,4.65,Uber airport trip,Transportation,expense,debit_card,0,0.0
2024-06-27,87.91,Duolingo Plus subscription,Education,expense,credit_card,6,14.65
2023-03-04,1.0,Aldi grocery,Food,expense,cash,0,0.0
2024-11-08,220.22,H&M hoodie,Shopping,expense,debit_card,0,0.0
2024-05-16,1.0,Pharmacy medicine,Health,expense,credit_card,9,0.11
2023-02-27,1.0,SmartFit membership,Health,expense,debit_card,0,0.0
2024-07-02,1.0,Tax refund,Income,income,debit_card,0,0.0
2024-05-16,11.26,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2024-12-30,1.0,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2023-04-15,25.28,Uber airport trip,Transportation,expense,credit_card,18,1.4
2024-06-09,144.47,Annual domain payment,Utilities,expense,credit_card,1,144.47
2023-02-07,1.0,Bus card recharge,Transportation,expense,debit_card,0,0.0
2023-07-13,1.0,Payroll deposit,Income,income,debit_card,0,0.0
2024-06-13,48.21,KFC bucket,Food,expense,credit_card,1,48.21
2023-06-14,8.74,Metro card reload,Transportation,expense,credit_card,3,2.91
2023-07-08,86.16,Mobile phone plan,Utilities,expense,credit_card,1,86.16
2024-03-10,7480.87,Payroll deposit,Income,income,cash,0,0.0
2024-12-19,1.0,Target shopping,Shopping,expense,debit_card,0,0.0
2023-09-28,22.99,Grocery store purchase,Food,expense,cash,0,0.0
2023-11-17,12.35,Lift ride,Transportation,expense,debit_card,0,0.0
2023-01-13,23.11,Steam game purchase,Entertainment,expense,debit_card,0,0.0
2024-11-15,1.0,Spotify Premium,Entertainment,expense,debit_card,0,0.0
2023-12-30,42.6,D1 grocery,Food,expense,debit_card,0,0.0
2024-07-02,66.0,Aldi grocery,Food,expense,debit_card,0,0.0
2024-06-28,1.0,Thesis printing,Education,expense,debit_card,0,0.0
2024-09-07,23.28,Bus card recharge,Transportation,expense,debit_card,0,0.0
2024-03-18,1.0,Mobile phone plan,Utilities,expense,debit_card,0,0.0
2023-01-21,1.0,Upwork payment,Income,income,debit_card,0,0.0
2024-12-27,48.22,HBO Max monthly,Entertainment,expense,credit_card,2,24.11
2023-03-08,1.0,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2024-02-20,1.59,Bluetooth earphones,Shopping,expense,credit_card,9,0.18
2024-12-23,1.0,Riot Games RP,Entertainment,expense,credit_card,12,0.08
2024-03-08,102.9,Walmart groceries,Shopping,expense,cash,0,0.0
2024-01-07,8.32,D1 grocery,Food,expense,debit_card,0,0.0
2023-12-27,4343.85,Severance payment,Income,income,debit_card,0,0.0
2024-07-11,1.96,InDriver ride,Transportation,expense,debit_card,0,0.0
2023-06-17,140.36,Academic seminar,Education,expense,credit_card,18,7.8
2024-06-18,1.0,Bonus payment,Income,income,debit_card,0,0.0
2024-09-09,5268.13,Marketplace item sale,Income,income,debit_card,0,0.0
2024-05-18,1.0,Walmart groceries,Shopping,expense,credit_card,2,0.5
2024-11-09,91.05,Electricity bill,Utilities,expense,credit_card,6,15.17
2023-04-20,1.0,HBO Max monthly,Entertainment,expense,debit_card,0,0.0
2023-07-20,1406.05,Bonus payment,Income,income,debit_card,0,0.0
2024-04-29,1.0,Tostao coffee,Food,expense,debit_card,0,0.0
2023-05-12,1.0,KFC bucket,Food,expense,debit_card,0,0.0
2023-07-04,35.03,Oma coffee,Food,expense,credit_card,2,17.52
2024-11-20,23.5,Fuel tank refill,Transportation,expense,debit_card,0,0.0
2024-12-08,1.0,Xbox Game Pass,Entertainment,expense,debit_card,0,0.0
2023-06-08,155.62,Home internet service,Utilities,expense,credit_card,1,155.62
2024-02-17,1.0,Amazon package,Shopping,expense,credit_card,36,0.03
2024-11-20,1.0,Netflix subscription,Entertainment,expense,debit_card,0,0.0
2024-06-17,35.03,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2023-02-28,8.74,D1 grocery,Food,expense,debit_card,0,0.0
2023-12-06,1.0,Coursera program,Education,expense,credit_card,3,0.33
2024-11-29,1.0,Juan Valdez coffee,Food,expense,credit_card,2,0.5
2024-08-17,14.66,Fuel tank refill,Transportation,expense,credit_card,3,4.89
2024-11-30,38.6,Xbox Game Pass,Entertainment,expense,debit_card,0,0.0
2023-09-15,18.04,Gym membership,Health,expense,credit_card,12,1.5
2023-11-06,29.34,Fiber internet service,Utilities,expense,credit_card,12,2.44
2024-02-26,1.0,Xiaomi phone,Shopping,expense,debit_card,0,0.0
2024-04-29,1.0,Car wash service,Transportation,expense,credit_card,9,0.11
2023-05-22,40.47,Google Play purchase,Entertainment,expense,cash,0,0.0
2024-06-18,37.76,Oma coffee,Food,expense,debit_card,0,0.0
2024-12-29,1.0,Duolingo Plus subscription,Education,expense,debit_card,0,0.0
2024-09-10,1.0,Home internet service,Utilities,expense,credit_card,2,0.5
2024-01-05,16.15,Qbano sandwich,Food,expense,debit_card,0,0.0
2024-02-25,1.0,Payroll deposit,Income,income,debit_card,0,0.0
2024-12-01,1.0,Concert ticket,Entertainment,expense,debit_card,0,0.0
2023-09-22,278.06,Freelance project,Income,income,debit_card,0,0.0
2023-08-05,197.0,Nike sneakers,Shopping,expense,credit_card,6,32.83
2024-06-17,4.07,Amazon Prime Video,Entertainment,expense,debit_card,0,0.0
2023-07-15,3849.63,Bonus payment,Income,income,debit_card,0,0.0
2024-11-30,2.68,Car wash service,Transportation,expense,debit_card,0,0.0
2024-05-14,6713.51,Corporate reimbursement,Income,income,debit_card,0,0.0
2024-03-04,44.55,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2023-05-12,1.0,Pharmacy medicine,Health,expense,credit_card,6,0.17
2024-02-06,1.0,Skin care cream,Health,expense,debit_card,0,0.0
2024-02-25,1.0,Steam game purchase,Entertainment,expense,credit_card,36,0.03
2023-02-05,1.0,Uber airport trip,Transportation,expense,cash,0,0.0
2023-01-25,129.24,Gym membership,Health,expense,debit_card,0,0.0
2023-02-28,1.0,Payroll deposit,Income,income,debit_card,0,0.0
2024-04-08,46.99,SmartFit membership,Health,expense,cash,0,0.0
2024-04-09,30.4,Aldi grocery,Food,expense,debit_card,0,0.0
2023-10-04,19.15,Bus card recharge,Transportation,expense,debit_card,0,0.0
2024-09-09,1.0,Corporate reimbursement,Income,income,cash,0,0.0
2023-07-27,88.86,Home internet service,Utilities,expense,credit_card,9,9.87
2024-04-16,90.37,Fiber internet service,Utilities,expense,credit_card,2,45.19
2024-01-29,1.0,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2023-09-11,237.4,Nike sneakers,Shopping,expense,credit_card,2,118.7
2023-07-22,37.02,Xbox Game Pass,Entertainment,expense,debit_card,0,0.0
2023-10-11,1.0,Monthly salary,Income,income,debit_card,0,0.0
2024-01-24,3.3,Lift ride,Transportation,expense,credit_card,12,0.27
2024-07-27,21.04,Subway sandwich,Food,expense,debit_card,0,0.0
2023-08-05,1.0,Fuel tank refill,Transportation,expense,debit_card,0,0.0
2023-09-09,23.98,Motorbike maintenance,Transportation,expense,cash,0,0.0
2024-12-07,25.05,Taxi city center,Transportation,expense,credit_card,36,0.7
2023-01-25,22.56,Tostao coffee,Food,expense,credit_card,6,3.76
2023-02-15,5.85,Mobile phone plan,Utilities,expense,debit_card,0,0.0
2023-06-25,7.68,Parking garage fee,Transportation,expense,credit_card,2,3.84
2023-04-27,39.92,Pharmacy medicine,Health,expense,credit_card,9,4.44
2024-02-13,32.62,Lift ride,Transportation,expense,debit_card,0,0.0
2024-07-18,6.48,Gas station refill,Transportation,expense,credit_card,18,0.36
2023-01-07,17.98,Fresh market fruits,Food,expense,debit_card,0,0.0
2023-04-26,126.87,Physiotherapy session,Health,expense,cash,0,0.0
2024-09-05,21.65,Disney Plus subscription,Entertainment,expense,debit_card,0,0.0
2024-10-20,1.0,Dominos pizza,Food,expense,debit_card,0,0.0
2023-01-27,12.24,Rappi delivery,Food,expense,credit_card,2,6.12
2023-07-29,207.87,Duolingo Plus subscription,Education,expense,cash,0,0.0
2023-04-09,142.99,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2023-08-10,1.0,Monthly salary,Income,income,debit_card,0,0.0
2024-11-07,1.0,Riot Games RP,Entertainment,expense,cash,0,0.0
2023-03-18,1.0,Payroll deposit,Income,income,credit_card,1,1.0
2023-01-14,1.0,El Corral burger,Food,expense,credit_card,6,0.17
2023-04-22,3310.2,Marketplace item sale,Income,income,debit_card,0,0.0
2024-11-30,3792.87,Tax refund,Income,income,credit_card,36,105.36
2024-01-26,33.67,Grocery store purchase,Food,expense,credit_card,9,3.74
2024-09-17,5.48,Dominos pizza,Food,expense,debit_card,0,0.0
2024-05-07,32.23,InDriver ride,Transportation,expense,credit_card,12,2.69
2024-10-31,139.54,Cable TV package,Utilities,expense,debit_card,0,0.0
2024-06-18,43.07,Aldi grocery,Food,expense,debit_card,0,0.0
2023-07-26,5815.05,Corporate reimbursement,Income,income,credit_card,3,1938.35
2024-09-22,1.0,Amazon Prime Video,Entertainment,expense,debit_card,0,0.0
2024-08-04,16.48,Dominos pizza,Food,expense,credit_card,24,0.69
2024-05-23,3.46,Gas station refill,Transportation,expense,credit_card,9,0.38
2024-08-13,12.97,Web hosting,Utilities,expense,credit_card,1,12.97
2023-02-11,1.0,Starbucks latte,Food,expense,debit_card,0,0.0
2024-12-22,37.86,Oma coffee,Food,expense,debit_card,0,0.0
2024-02-02,19.98,Grocery store purchase,Food,expense,debit_card,0,0.0
2024-06-03,1.0,Marketplace item sale,Income,income,debit_card,0,0.0
2024-06-28,30.66,Skin care cream,Health,expense,debit_card,0,0.0
2023-06-26,1.0,Home Depot tools,Shopping,expense,credit_card,1,1.0
2023-10-16,32.88,Chicken takeout,Food,expense,credit_card,1,32.88
2024-05-07,684.1,Monthly salary,Income,income,credit_card,24,28.5
2024-02-05,40.27,Steam game purchase,Entertainment,expense,debit_card,0,0.0
2023-06-05,1.0,Marketplace item sale,Income,income,debit_card,0,0.0
2023-06-19,1.0,Amazon package,Shopping,expense,credit_card,3,0.33
2023-11-01,5.94,Coursera program,Education,expense,credit_card,6,0.99
2024-01-15,26.79,KFC bucket,Food,expense,cash,0,0.0
2023-06-19,24.47,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2024-07-06,20.19,Fresh market fruits,Food,expense,debit_card,0,0.0
2024-04-17,1.0,Zara pants,Shopping,expense,credit_card,1,1.0
2023-02-16,25.13,Aldi grocery,Food,expense,debit_card,0,0.0
2024-07-20,268.23,Zara pants,Shopping,expense,debit_card,0,0.0
2023-11-03,6.7,Gas station refill,Transportation,expense,debit_card,0,0.0
2024-09-04,42.52,Cable TV package,Utilities,expense,cash,0,0.0
2023-12-01,21.32,Starbucks latte,Food,expense,credit_card,24,0.89
2024-08-24,1.0,Motorbike maintenance,Transportation,expense,credit_card,24,0.04
